text,label,repo_name,author,timestamp,programming_language
Upgrade React from v16 to v18 to improve performance.,Dependency Update,frontend-dashboard,@dev_5274,8/01/2024 19:43,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,auth-system,@dev_9078,20/01/2024 11:18,JavaScript
Add support for multi-factor authentication (MFA).,Feature Request,frontend-dashboard,@dev_1884,12/01/2024 8:42,Go
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,search-engine,@dev_9217,14/01/2024 6:38,Rust
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,user-auth,@dev_6942,28/01/2024 13:41,Python
Resolved SQL injection vulnerability in login API.,Release Note,backend-service,@dev_5048,26/01/2024 13:20,Go
Unit test for new caching strategy is failing due to race conditions.,Feature Request,api-gateway,@dev_9173,7/01/2024 3:35,Python
Add support for multi-factor authentication (MFA).,Bug Fix,auth-system,@dev_3647,11/01/2024 18:14,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,backend-service,@dev_3968,15/01/2024 20:18,Python
Upgrade React from v16 to v18 to improve performance.,Dependency Update,backend-service,@dev_6555,15/01/2024 1:47,SQL
Optimize the search algorithm to reduce response time by 30%.,Feature Request,search-engine,@dev_9710,27/01/2024 23:39,Python
Resolved SQL injection vulnerability in login API.,Security Fix,backend-service,@dev_5884,5/01/2024 6:37,Rust
Fix memory leak in database connection pooling.,Testing Issue,frontend-dashboard,@dev_9266,16/01/2024 19:19,Java
Upgrade React from v16 to v18 to improve performance.,Feature Request,user-auth,@dev_8712,29/01/2024 2:39,Rust
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,frontend-dashboard,@dev_2741,3/01/2024 6:58,C++
Upgrade React from v16 to v18 to improve performance.,Bug Fix,api-gateway,@dev_8075,22/01/2024 15:24,Go
Fix memory leak in database connection pooling.,Testing Issue,auth-system,@dev_9348,8/01/2024 12:49,SQL
Fix memory leak in database connection pooling.,Feature Request,api-gateway,@dev_7481,21/01/2024 5:46,SQL
Fix memory leak in database connection pooling.,Bug Fix,auth-system,@dev_1506,13/01/2024 15:14,Go
Add support for multi-factor authentication (MFA).,Testing Issue,auth-system,@dev_7357,13/01/2024 10:55,Rust
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,cache-layer,@dev_7619,15/01/2024 13:46,C++
Add support for multi-factor authentication (MFA).,Code Improvement,auth-system,@dev_6944,9/01/2024 23:52,Python
Add support for multi-factor authentication (MFA).,Feature Request,user-auth,@dev_9509,13/01/2024 17:27,Rust
Upgrade React from v16 to v18 to improve performance.,Dependency Update,search-engine,@dev_9579,8/01/2024 14:44,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,backend-service,@dev_1650,5/01/2024 2:30,Python
Resolved SQL injection vulnerability in login API.,Bug Fix,user-auth,@dev_2103,18/01/2024 12:11,Python
Unit test for new caching strategy is failing due to race conditions.,Release Note,frontend-dashboard,@dev_7062,16/01/2024 1:32,Java
Fix memory leak in database connection pooling.,Security Fix,api-gateway,@dev_7866,18/01/2024 18:24,SQL
Unit test for new caching strategy is failing due to race conditions.,Release Note,backend-service,@dev_4770,12/01/2024 4:20,Go
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,backend-service,@dev_8302,10/01/2024 7:52,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,user-auth,@dev_8675,6/01/2024 7:16,Rust
Upgrade React from v16 to v18 to improve performance.,Code Improvement,backend-service,@dev_3065,13/01/2024 11:57,C++
Resolved SQL injection vulnerability in login API.,Security Fix,backend-service,@dev_3183,3/01/2024 19:06,JavaScript
Resolved SQL injection vulnerability in login API.,Testing Issue,api-gateway,@dev_2596,27/01/2024 1:12,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,cache-layer,@dev_8425,21/01/2024 18:52,Python
Fix memory leak in database connection pooling.,Release Note,search-engine,@dev_6142,24/01/2024 19:32,C++
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_5438,25/01/2024 8:28,Rust
Resolved SQL injection vulnerability in login API.,Code Improvement,cache-layer,@dev_7918,11/01/2024 23:21,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,user-auth,@dev_9559,28/01/2024 20:03,Python
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,cache-layer,@dev_2883,9/01/2024 2:48,Rust
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,frontend-dashboard,@dev_3597,25/01/2024 3:40,Python
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_8353,28/01/2024 21:15,SQL
Upgrade React from v16 to v18 to improve performance.,Testing Issue,auth-system,@dev_6137,15/01/2024 15:17,Java
Add support for multi-factor authentication (MFA).,Testing Issue,auth-system,@dev_8390,30/01/2024 6:20,Go
Add support for multi-factor authentication (MFA).,Release Note,backend-service,@dev_4676,10/01/2024 14:30,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Feature Request,search-engine,@dev_4693,25/01/2024 14:35,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,frontend-dashboard,@dev_6880,22/01/2024 14:50,Python
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,user-auth,@dev_7398,19/01/2024 11:53,Python
Upgrade React from v16 to v18 to improve performance.,Release Note,frontend-dashboard,@dev_5474,3/01/2024 3:05,C++
Upgrade React from v16 to v18 to improve performance.,Dependency Update,search-engine,@dev_5783,17/01/2024 23:24,Rust
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,frontend-dashboard,@dev_7011,29/01/2024 10:39,Go
Fix memory leak in database connection pooling.,Release Note,api-gateway,@dev_7315,3/01/2024 6:45,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,api-gateway,@dev_1953,4/01/2024 5:29,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,search-engine,@dev_8874,19/01/2024 13:43,Rust
Add support for multi-factor authentication (MFA).,Code Improvement,user-auth,@dev_7706,1/01/2024 15:43,Python
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,api-gateway,@dev_5384,4/01/2024 22:13,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,cache-layer,@dev_2189,23/01/2024 18:02,Python
Upgrade React from v16 to v18 to improve performance.,Security Fix,cache-layer,@dev_7656,10/01/2024 11:21,Python
Add support for multi-factor authentication (MFA).,Dependency Update,api-gateway,@dev_5885,14/01/2024 2:38,Go
Unit test for new caching strategy is failing due to race conditions.,Security Fix,backend-service,@dev_1807,24/01/2024 4:17,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,cache-layer,@dev_9080,6/01/2024 9:08,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,user-auth,@dev_6547,19/01/2024 21:37,Java
Upgrade React from v16 to v18 to improve performance.,Security Fix,api-gateway,@dev_2471,15/01/2024 9:12,Python
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,user-auth,@dev_6391,21/01/2024 8:14,SQL
Upgrade React from v16 to v18 to improve performance.,Release Note,backend-service,@dev_3704,16/01/2024 20:23,C++
Unit test for new caching strategy is failing due to race conditions.,Code Improvement,backend-service,@dev_5054,1/01/2024 15:37,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Testing Issue,frontend-dashboard,@dev_3980,4/01/2024 11:18,C++
Resolved SQL injection vulnerability in login API.,Testing Issue,frontend-dashboard,@dev_7804,5/01/2024 10:08,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Security Fix,auth-system,@dev_3299,11/01/2024 21:05,Rust
Upgrade React from v16 to v18 to improve performance.,Testing Issue,backend-service,@dev_6732,26/01/2024 8:37,SQL
Resolved SQL injection vulnerability in login API.,Security Fix,api-gateway,@dev_7393,30/01/2024 0:48,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,search-engine,@dev_4569,27/01/2024 19:57,C++
Fix memory leak in database connection pooling.,Release Note,api-gateway,@dev_8369,25/01/2024 16:15,Python
Resolved SQL injection vulnerability in login API.,Code Improvement,cache-layer,@dev_6458,18/01/2024 21:04,Java
Resolved SQL injection vulnerability in login API.,Bug Fix,api-gateway,@dev_5856,21/01/2024 15:15,Java
Unit test for new caching strategy is failing due to race conditions.,Release Note,api-gateway,@dev_5215,12/01/2024 23:58,SQL
Add support for multi-factor authentication (MFA).,Dependency Update,auth-system,@dev_9106,24/01/2024 9:03,JavaScript
Fix memory leak in database connection pooling.,Code Improvement,auth-system,@dev_7535,23/01/2024 13:54,Python
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,user-auth,@dev_1839,6/01/2024 19:30,Go
Add support for multi-factor authentication (MFA).,Feature Request,cache-layer,@dev_9098,30/01/2024 1:07,Rust
Unit test for new caching strategy is failing due to race conditions.,Feature Request,frontend-dashboard,@dev_2125,2/01/2024 23:28,SQL
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,user-auth,@dev_9430,9/01/2024 6:40,JavaScript
Resolved SQL injection vulnerability in login API.,Security Fix,frontend-dashboard,@dev_3358,30/01/2024 6:19,Python
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,backend-service,@dev_2292,15/01/2024 18:06,Go
Add support for multi-factor authentication (MFA).,Dependency Update,frontend-dashboard,@dev_8104,6/01/2024 17:38,Python
Upgrade React from v16 to v18 to improve performance.,Testing Issue,auth-system,@dev_7954,12/01/2024 2:05,Python
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,frontend-dashboard,@dev_6488,5/01/2024 20:40,JavaScript
Upgrade React from v16 to v18 to improve performance.,Security Fix,frontend-dashboard,@dev_5412,27/01/2024 7:07,SQL
Upgrade React from v16 to v18 to improve performance.,Testing Issue,frontend-dashboard,@dev_9659,12/01/2024 14:33,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,api-gateway,@dev_9614,30/01/2024 14:04,Java
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,frontend-dashboard,@dev_6482,9/01/2024 17:59,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,search-engine,@dev_1062,14/01/2024 13:32,Go
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,search-engine,@dev_9335,11/01/2024 1:30,SQL
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,search-engine,@dev_2405,22/01/2024 20:46,C++
Optimize the search algorithm to reduce response time by 30%.,Feature Request,api-gateway,@dev_8918,21/01/2024 12:55,Java
Upgrade React from v16 to v18 to improve performance.,Dependency Update,cache-layer,@dev_8868,26/01/2024 9:22,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Security Fix,cache-layer,@dev_9560,13/01/2024 14:22,Go
Upgrade React from v16 to v18 to improve performance.,Release Note,frontend-dashboard,@dev_6773,25/01/2024 17:29,Go
Add support for multi-factor authentication (MFA).,Dependency Update,user-auth,@dev_1010,4/01/2024 0:46,SQL
Add support for multi-factor authentication (MFA).,Security Fix,api-gateway,@dev_4931,12/01/2024 21:25,C++
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,api-gateway,@dev_2098,22/01/2024 1:29,Rust
Add support for multi-factor authentication (MFA).,Release Note,frontend-dashboard,@dev_1067,16/01/2024 18:08,Rust
Upgrade React from v16 to v18 to improve performance.,Feature Request,backend-service,@dev_4806,15/01/2024 9:00,C++
Fix memory leak in database connection pooling.,Code Improvement,backend-service,@dev_6667,30/01/2024 21:54,JavaScript
Add support for multi-factor authentication (MFA).,Bug Fix,search-engine,@dev_5845,5/01/2024 9:25,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Feature Request,api-gateway,@dev_8427,19/01/2024 23:14,Python
Fix memory leak in database connection pooling.,Testing Issue,auth-system,@dev_4561,9/01/2024 5:19,C++
Add support for multi-factor authentication (MFA).,Testing Issue,user-auth,@dev_2739,12/01/2024 14:09,Go
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,cache-layer,@dev_8453,3/01/2024 1:45,Go
Resolved SQL injection vulnerability in login API.,Testing Issue,cache-layer,@dev_6978,29/01/2024 1:19,Python
Unit test for new caching strategy is failing due to race conditions.,Bug Fix,backend-service,@dev_9084,7/01/2024 7:59,SQL
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,auth-system,@dev_9012,6/01/2024 12:05,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,cache-layer,@dev_8825,23/01/2024 13:13,JavaScript
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_6247,1/01/2024 6:27,C++
Fix memory leak in database connection pooling.,Code Improvement,search-engine,@dev_2423,2/01/2024 21:01,Python
Upgrade React from v16 to v18 to improve performance.,Bug Fix,api-gateway,@dev_5741,15/01/2024 22:01,Python
Add support for multi-factor authentication (MFA).,Release Note,auth-system,@dev_3357,19/01/2024 9:51,C++
Optimize the search algorithm to reduce response time by 30%.,Release Note,search-engine,@dev_8919,10/01/2024 12:11,Rust
Fix memory leak in database connection pooling.,Dependency Update,frontend-dashboard,@dev_3745,17/01/2024 3:52,Python
Upgrade React from v16 to v18 to improve performance.,Feature Request,cache-layer,@dev_3236,3/01/2024 0:18,Java
Upgrade React from v16 to v18 to improve performance.,Release Note,cache-layer,@dev_3789,20/01/2024 8:44,C++
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_2931,21/01/2024 15:37,Java
Fix memory leak in database connection pooling.,Release Note,cache-layer,@dev_8094,27/01/2024 3:47,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,user-auth,@dev_8498,24/01/2024 0:16,Java
Fix memory leak in database connection pooling.,Release Note,frontend-dashboard,@dev_5754,21/01/2024 1:42,Java
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,auth-system,@dev_1366,13/01/2024 1:43,Python
Resolved SQL injection vulnerability in login API.,Code Improvement,user-auth,@dev_5792,26/01/2024 16:39,C++
Resolved SQL injection vulnerability in login API.,Testing Issue,auth-system,@dev_7446,4/01/2024 1:39,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,frontend-dashboard,@dev_8947,18/01/2024 16:26,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,search-engine,@dev_2443,6/01/2024 2:17,Go
